t,N,F,d,C,a,dadN,G_max,Delta_sqrt(G),R,Cyclic_Energy,Monotonic_Energy,Total_Energy,dU_cyc/dN,dU_tot/dN
[s],[cycles],[N],[mm],[mm/N],[mm],[mm/cycle],[N/mm],[N/mm],[-],[mJ],[mJ],[mJ],[mJ],[mJ]
6.37E+04,2.80E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.34E+01,2.19E+02,0.000118052,0.000123968
6.38E+04,280599,4.52E+01,7.52E-01,1.37E-02,9.04E+01,1.82E-05,2.93E-01,1.56E-01,2.51E-01,2.08E+02,1.40E+01,2.22E+02,0.000118004,0.000123918
6.38E+04,280600,1.80E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.93E-01,1.56E-01,2.51E-01,2.08E+02,1.40E+01,2.22E+02,0.000118003,0.000123918
6.38E+04,280699,4.45E+01,7.52E-01,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.36E+01,2.20E+02,0.000117956,0.000123868
6.38E+04,2.81E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.36E+01,2.20E+02,0.000117956,0.000123868
6.38E+04,280799,4.44E+01,7.52E-01,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000117908,0.000123818
6.38E+04,2.81E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000117908,0.000123818
6.39E+04,280899,4.50E+01,7.53E-01,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.55E-01,2.51E-01,2.07E+02,1.39E+01,2.21E+02,0.00011786,0.000123769
6.39E+04,2.81E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.55E-01,2.51E-01,2.07E+02,1.39E+01,2.21E+02,0.00011786,0.000123768
6.39E+04,2.81E+05,4.41E+01,7.53E-01,1.36E-02,9.04E+01,1.82E-05,2.93E-01,1.57E-01,2.45E-01,2.06E+02,1.32E+01,2.20E+02,0.000117813,0.000123718
6.39E+04,281000,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.82E-05,2.93E-01,1.57E-01,2.45E-01,2.06E+02,1.32E+01,2.20E+02,0.000117812,0.000123718
6.39E+04,281099,4.52E+01,7.53E-01,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000117765,0.000123669
6.39E+04,2.81E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000117765,0.000123669
6.39E+04,281199,4.46E+01,7.52E-01,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000117717,0.000123619
6.39E+04,2.81E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.82E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000117717,0.000123619
6.39E+04,281299,4.46E+01,7.53E-01,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.00011767,0.000123569
6.39E+04,281300,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.000117669,0.000123569
6.40E+04,2.81E+05,4.40E+01,7.52E-01,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.45E-01,2.06E+02,1.31E+01,2.19E+02,0.000117622,0.00012352
6.40E+04,281400,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.45E-01,2.06E+02,1.31E+01,2.19E+02,0.000117622,0.000123519
6.40E+04,2.81E+05,4.41E+01,7.53E-01,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.000117574,0.00012347
6.40E+04,2.81E+05,1.79E+02,2.60E+00,1.36E-02,9.04E+01,1.82E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.000117574,0.00012347
6.40E+04,281599,4.47E+01,7.53E-01,1.36E-02,9.04E+01,1.82E-05,2.93E-01,1.57E-01,2.48E-01,2.07E+02,1.36E+01,2.21E+02,0.000117527,0.00012342
6.40E+04,281600,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.82E-05,2.93E-01,1.57E-01,2.48E-01,2.07E+02,1.36E+01,2.21E+02,0.000117527,0.00012342
6.40E+04,2.82E+05,4.37E+01,7.54E-01,1.36E-02,9.04E+01,1.81E-05,2.91E-01,1.57E-01,2.44E-01,2.05E+02,1.30E+01,2.18E+02,0.000117479,0.000123371
6.40E+04,2.82E+05,1.79E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.91E-01,1.57E-01,2.44E-01,2.05E+02,1.30E+01,2.18E+02,0.000117479,0.000123371
6.41E+04,281799,4.46E+01,7.53E-01,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000117432,0.000123321
6.41E+04,2.82E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000117432,0.000123321
6.41E+04,281899,4.46E+01,7.52E-01,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000117385,0.000123272
6.41E+04,2.82E+05,1.80E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000117385,0.000123272
6.41E+04,2.82E+05,4.41E+01,7.51E-01,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000117337,0.000123222
6.41E+04,2.82E+05,1.79E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000117337,0.000123222
6.41E+04,2.82E+05,4.41E+01,7.53E-01,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.00011729,0.000123173
6.41E+04,2.82E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.00011729,0.000123173
6.41E+04,282199,4.46E+01,7.51E-01,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.07E+02,1.36E+01,2.20E+02,0.000117243,0.000123124
6.41E+04,2.82E+05,1.80E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.07E+02,1.36E+01,2.20E+02,0.000117243,0.000123123
6.42E+04,282299,4.52E+01,7.53E-01,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000117196,0.000123074
6.42E+04,2.82E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000117195,0.000123074
6.42E+04,282399,4.46E+01,7.52E-01,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000117148,0.000123025
6.42E+04,2.82E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000117148,0.000123025
6.42E+04,2.82E+05,4.41E+01,7.52E-01,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.45E-01,2.06E+02,1.32E+01,2.19E+02,0.000117101,0.000122975
6.42E+04,2.82E+05,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.45E-01,2.06E+02,1.32E+01,2.19E+02,0.000117101,0.000122975
6.42E+04,282599,4.47E+01,7.55E-01,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.37E+01,2.20E+02,0.000117054,0.000122926
6.42E+04,2.83E+05,1.80E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.37E+01,2.20E+02,0.000117054,0.000122926
6.43E+04,2.83E+05,4.37E+01,7.54E-01,1.35E-02,9.04E+01,1.81E-05,2.93E-01,1.58E-01,2.43E-01,2.06E+02,1.29E+01,2.19E+02,0.000117007,0.000122877
6.43E+04,282700,1.80E+02,2.60E+00,1.35E-02,9.04E+01,1.81E-05,2.93E-01,1.58E-01,2.43E-01,2.06E+02,1.29E+01,2.19E+02,0.000117006,0.000122877
6.43E+04,282799,4.45E+01,7.54E-01,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.00011696,0.000122828
6.43E+04,282800,1.80E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116959,0.000122828
6.43E+04,282899,4.50E+01,7.53E-01,1.38E-02,9.04E+01,1.81E-05,2.91E-01,1.55E-01,2.52E-01,2.06E+02,1.39E+01,2.20E+02,0.000116913,0.000122779
6.43E+04,2.83E+05,1.79E+02,2.60E+00,1.38E-02,9.04E+01,1.81E-05,2.91E-01,1.55E-01,2.52E-01,2.06E+02,1.39E+01,2.20E+02,0.000116913,0.000122779
6.43E+04,282999,4.45E+01,7.53E-01,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116866,0.00012273
6.43E+04,2.83E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116865,0.00012273
6.43E+04,2.83E+05,4.41E+01,7.53E-01,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000116819,0.000122681
6.43E+04,2.83E+05,1.79E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000116819,0.000122681
6.44E+04,283199,4.45E+01,7.53E-01,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000116772,0.000122632
6.44E+04,2.83E+05,1.79E+02,2.60E+00,1.37E-02,9.04E+01,1.81E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000116772,0.000122631
6.44E+04,2.83E+05,4.37E+01,7.53E-01,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.44E-01,2.06E+02,1.30E+01,2.19E+02,0.000116725,0.000122582
6.44E+04,2.83E+05,1.79E+02,2.60E+00,1.36E-02,9.04E+01,1.81E-05,2.92E-01,1.57E-01,2.44E-01,2.06E+02,1.30E+01,2.19E+02,0.000116725,0.000122582
6.44E+04,2.83E+05,4.41E+01,7.53E-01,1.36E-02,9.05E+01,1.80E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.000116678,0.000122534
6.44E+04,2.83E+05,1.79E+02,2.60E+00,1.36E-02,9.05E+01,1.80E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.33E+01,2.19E+02,0.000116678,0.000122534
6.44E+04,283499,4.45E+01,7.53E-01,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.36E+01,2.20E+02,0.000116631,0.000122485
6.44E+04,2.83E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.48E-01,2.06E+02,1.36E+01,2.20E+02,0.000116631,0.000122485
6.45E+04,283599,4.47E+01,7.54E-01,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000116584,0.000122436
6.45E+04,283600,1.80E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000116584,0.000122436
6.45E+04,2.84E+05,4.41E+01,7.53E-01,1.37E-02,9.05E+01,1.80E-05,2.90E-01,1.55E-01,2.47E-01,2.05E+02,1.33E+01,2.18E+02,0.000116537,0.000122387
6.45E+04,2.84E+05,1.78E+02,2.59E+00,1.37E-02,9.05E+01,1.80E-05,2.90E-01,1.55E-01,2.47E-01,2.05E+02,1.33E+01,2.18E+02,0.000116537,0.000122387
6.45E+04,283799,4.46E+01,7.53E-01,1.36E-02,9.05E+01,1.80E-05,2.92E-01,1.57E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.000116491,0.000122338
6.45E+04,283800,1.80E+02,2.60E+00,1.36E-02,9.05E+01,1.80E-05,2.92E-01,1.57E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.00011649,0.000122338
6.45E+04,283899,4.45E+01,7.52E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116444,0.00012229
6.45E+04,283900,1.79E+02,2.59E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116444,0.000122289
6.46E+04,283999,4.45E+01,7.51E-01,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.000116398,0.000122241
6.46E+04,284000,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.92E-01,1.56E-01,2.48E-01,2.07E+02,1.35E+01,2.20E+02,0.000116397,0.00012224
6.46E+04,284099,4.51E+01,7.54E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.55E-01,2.51E-01,2.07E+02,1.39E+01,2.21E+02,0.000116351,0.000122192
6.46E+04,284100,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.55E-01,2.51E-01,2.07E+02,1.39E+01,2.21E+02,0.00011635,0.000122192
6.46E+04,2.84E+05,4.40E+01,7.54E-01,1.36E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.46E-01,2.05E+02,1.32E+01,2.19E+02,0.000116304,0.000122143
6.46E+04,284200,1.79E+02,2.59E+00,1.36E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.46E-01,2.05E+02,1.32E+01,2.19E+02,0.000116304,0.000122143
6.46E+04,284299,4.45E+01,7.52E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.55E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000116258,0.000122095
6.46E+04,2.84E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.55E-01,2.49E-01,2.06E+02,1.36E+01,2.20E+02,0.000116258,0.000122095
6.46E+04,284399,4.44E+01,7.51E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.19E+02,0.000116211,0.000122046
6.46E+04,2.84E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.36E+01,2.19E+02,0.000116211,0.000122046
6.47E+04,284499,4.44E+01,7.52E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116165,0.000121998
6.47E+04,284500,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000116164,0.000121997
6.47E+04,2.85E+05,4.44E+01,7.55E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.19E+02,0.000116118,0.000121949
6.47E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.19E+02,0.000116118,0.000121949
6.47E+04,284699,4.47E+01,7.51E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.50E-01,2.06E+02,1.37E+01,2.20E+02,0.000116072,0.000121901
6.47E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.50E-01,2.06E+02,1.37E+01,2.20E+02,0.000116072,0.000121901
6.47E+04,2.85E+05,4.37E+01,7.52E-01,1.37E-02,9.05E+01,1.80E-05,2.90E-01,1.56E-01,2.45E-01,2.05E+02,1.31E+01,2.18E+02,0.000116025,0.000121852
6.47E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.90E-01,1.56E-01,2.45E-01,2.05E+02,1.31E+01,2.18E+02,0.000116025,0.000121852
6.48E+04,2.85E+05,4.42E+01,7.53E-01,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.34E+01,2.19E+02,0.000115979,0.000121804
6.48E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.80E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.34E+01,2.19E+02,0.000115979,0.000121804
6.48E+04,2.85E+05,4.42E+01,7.52E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.33E+01,2.19E+02,0.000115933,0.000121755
6.48E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.33E+01,2.19E+02,0.000115933,0.000121755
6.48E+04,285099,4.47E+01,7.53E-01,1.37E-02,9.05E+01,1.79E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000115887,0.000121707
6.48E+04,285100,1.80E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.92E-01,1.56E-01,2.49E-01,2.07E+02,1.36E+01,2.20E+02,0.000115886,0.000121707
6.48E+04,285199,4.48E+01,7.53E-01,1.38E-02,9.05E+01,1.79E-05,2.90E-01,1.55E-01,2.51E-01,2.06E+02,1.38E+01,2.20E+02,0.00011584,0.000121659
6.48E+04,2.85E+05,1.79E+02,2.60E+00,1.38E-02,9.05E+01,1.79E-05,2.90E-01,1.55E-01,2.51E-01,2.06E+02,1.38E+01,2.20E+02,0.00011584,0.000121659
6.48E+04,2.85E+05,4.43E+01,7.55E-01,1.37E-02,9.05E+01,1.79E-05,2.90E-01,1.55E-01,2.48E-01,2.05E+02,1.35E+01,2.19E+02,0.000115794,0.000121611
6.48E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.90E-01,1.55E-01,2.48E-01,2.05E+02,1.35E+01,2.19E+02,0.000115794,0.000121611
6.49E+04,285399,4.47E+01,7.52E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.37E+01,2.20E+02,0.000115748,0.000121563
6.49E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.49E-01,2.06E+02,1.37E+01,2.20E+02,0.000115748,0.000121562
6.49E+04,2.85E+05,4.42E+01,7.54E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.33E+01,2.19E+02,0.000115702,0.000121514
6.49E+04,2.85E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.47E-01,2.06E+02,1.33E+01,2.19E+02,0.000115702,0.000121514
6.49E+04,285599,4.51E+01,7.56E-01,1.38E-02,9.05E+01,1.79E-05,2.91E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000115656,0.000121466
6.49E+04,2.86E+05,1.79E+02,2.60E+00,1.38E-02,9.05E+01,1.79E-05,2.91E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000115656,0.000121466
6.49E+04,285699,4.45E+01,7.53E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.00011561,0.000121418
6.49E+04,285700,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000115609,0.000121418
6.50E+04,2.86E+05,4.41E+01,7.52E-01,1.36E-02,9.05E+01,1.79E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000115563,0.00012137
6.50E+04,285800,1.79E+02,2.60E+00,1.36E-02,9.05E+01,1.79E-05,2.92E-01,1.57E-01,2.46E-01,2.06E+02,1.32E+01,2.19E+02,0.000115563,0.00012137
6.50E+04,285899,4.50E+01,7.51E-01,1.38E-02,9.05E+01,1.79E-05,2.91E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000115518,0.000121322
6.50E+04,2.86E+05,1.79E+02,2.60E+00,1.38E-02,9.05E+01,1.79E-05,2.91E-01,1.55E-01,2.52E-01,2.07E+02,1.40E+01,2.21E+02,0.000115517,0.000121322
6.50E+04,285999,4.44E+01,7.52E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000115472,0.000121274
6.50E+04,286000,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000115471,0.000121274
6.50E+04,286099,4.44E+01,7.52E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000115426,0.000121226
6.50E+04,2.86E+05,1.79E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.35E+01,2.20E+02,0.000115426,0.000121226
6.50E+04,2.86E+05,4.40E+01,7.51E-01,1.37E-02,9.05E+01,1.79E-05,2.90E-01,1.56E-01,2.47E-01,2.05E+02,1.33E+01,2.18E+02,0.00011538,0.000121178
6.50E+04,2.86E+05,1.78E+02,2.60E+00,1.37E-02,9.05E+01,1.79E-05,2.90E-01,1.56E-01,2.47E-01,2.05E+02,1.33E+01,2.18E+02,0.00011538,0.000121178
6.51E+04,286299,4.44E+01,7.51E-01,1.37E-02,9.05E+01,1.79E-05,2.91E-01,1.56E-01,2.48E-01,2.06E+02,1.36E+01,2.20E+02,0.000115334,0.00012113
